"UHAWAII_ID"	"PSMSL_ID"	"Site"	"Basin"	"Lat"	"Lon"	"Region"	"GPD_Record_Start"	"GPD_Record_End"	"Annual_Trend"	"Trend_Start"	"Trend_End"	"Lambda"	"Q99"	"Shape50"	"Shape5"	"Shape95"	"Scale50"	"Scale5"	"Scale95"	"Vshape"	"Vscale"	"Vscaleshape"
"398a"	"39800000"	"Marsden Point"	"pacific"	-35.83	174.5	"New Zealand"	1975	2016	2.73912619887848	1975	2016	1.71422984160094	0.435408381564679	0.518841288130984	0.13297187744003	0.904710698821937	0.0475255068985851	0.0269445293915806	0.0681064844055895	0.0387600672184426	0.000110264525773905	-0.00132052202008485
"561a"	"56100000"	"Seldovia,AK"	"pacific"	59.5	-151.75	"USA"	1975	2016	-9.70759330759328	1975	2016	2.07136105860113	1.40960284629984	-0.0668928243011877	-0.256480762850259	0.122695114247883	0.146105974367437	0.104812359493953	0.187399589240921	0.00935675432719893	0.000443884135926126	-0.00147173336301476
"011b"	"01100000"	"Christmas-B"	"pacific"	2.12	-157.52	"Rep. of Kiribati"	1974	2015	1.04667358444141	1974	2015	1.07146349413299	0.295992296374962	-0.355757754641675	-0.668709476603388	-0.0428060326799626	0.0806197215006417	0.0471552132404187	0.114084229760865	0.0254952050380445	0.000291522925370362	-0.00246601159441255
"039a"	"03900000"	"Kodiak Isl.,Alaska"	"pacific"	57.87	-152.62	"USA"	1975	2016	-9.60463441200243	1975	2016	1.71422984160094	0.7561605290204	0.00935670126541015	-0.257352017867729	0.276065420398549	0.116702331402665	0.0755361288085803	0.157868533996749	0.0185173248450405	0.000441149135033802	-0.00214525290855895
"047a"	"04700000"	"Chichijima"	"pacific"	27.1	142.18	"Japan"	1975	2016	3.46317154201443	1975	2016	1.40471612020077	0.353795607884026	0.0647396047571675	-0.200261350769153	0.329740560283488	0.07507134356315	0.0474955982055857	0.102647088920714	0.0182809473451999	0.000197951290777555	-0.00128401409705089
"013b"	"01300000"	"Kanton-B"	"pacific"	-2.9	-171.73	"Rep. of Kiribati"	1972	2012	0.998787234042539	1972	2012	1.43895232371795	0.298562306952301	-0.0257345413374086	-0.265194147451382	0.213725064776565	0.0512083482214662	0.0333148685036063	0.0691018279393261	0.0149268560816951	8.33476633118274e-05	-0.000785124965401705
"015b"	"01500000"	"Papeete-B"	"pacific"	-17.6	-149.57	"French Polynesia"	1975	2015	2.11229846681019	1975	2015	1.60978297161937	0.162771713224613	0.233416335441435	-0.0479078539774003	0.51474052486027	0.0381237245827519	0.0241891929505989	0.0520582562149049	0.0206024073786281	5.05462067591257e-05	-0.000616612803118212
"576a"	"57600000"	"Humboldt Bay, CA"	"pacific"	40.77	-124.22	"USA"	1977	2016	4.36799522887883	1977	2016	1.45	0.554747702360288	-0.0830140504365101	-0.353616106428935	0.187588005555915	0.109836743564268	0.0688972056448002	0.150776281483737	0.0190618918815056	0.000436304498705189	-0.00223733267064822
"082a"	"08200000"	"Acajutla-A"	"pacific"	13.58	-89.83	"El Salvador"	1962	2001	2.87201692663479	1962	2001	1.5	0.481264378780521	-0.22381655920846	-0.512546522932805	0.0649134045158845	0.0727750431651188	0.0451607663893095	0.100389319940928	0.021701388936716	0.000198504869489453	-0.00178914958422611
"557a"	"55700000"	"Port Orford, OR"	"pacific"	42.8	-124.62	"USA"	1978	2016	0.165840719209645	1978	2016	1.61535626535627	0.625646731153581	-0.0572741224113443	-0.269852417034029	0.15530417221134	0.103815522751553	0.0700308179320578	0.137600227571048	0.0117636381005181	0.000297128339263093	-0.00130989927683643
"024a"	"02400000"	"Penrhyn"	"pacific"	-9.07	-158.08	"Cook Islands"	1977	2015	1.22703599173673	1977	2015	1.43597304128054	0.196052478740484	0.0927991735496107	-0.220888660633738	0.406487007732959	0.0490709705580933	0.0290761049737308	0.0690658361424558	0.0256152836481168	0.000104073652327863	-0.00116671750917871
"030a"	"03000000"	"Santa Cruz"	"pacific"	-0.8	-90.43	"Ecuador"	1978	2015	0.607809873867091	1978	2015	1.26320340082138	0.470843714741475	-0.354512405782429	-0.612517549407061	-0.0965072621577964	0.0947570857613675	0.059742616701931	0.129771554820804	0.0173284830695489	0.000319152983473269	-0.00209576467961003
"029a"	"02900000"	"Kapingamarangi"	"pacific"	1.23	154.87	"Fd. St. Micronesia"	1978	2015	2.55843527237529	1978	2015	1.68427120109518	0.350535167121237	-0.141299377548526	-0.379354922261066	0.0967561671640141	0.0646426847908623	0.0426921525772746	0.0865932170044499	0.0147523232744544	0.000125427835348418	-0.0010754966219794
"028b"	"02800000"	"Saipan-B"	"pacific"	15.32	145.82	"N. Mariana Islands"	1978	2015	3.05239922861681	1978	2015	1.05266950068449	0.231281274211309	0.539355583584923	0.0622078089005079	1.01650335826934	0.0450308929034519	0.0205657557371943	0.0694960300697094	0.0592665467764016	0.000155811363469372	-0.00173214582594544
"340a"	"34000000"	"Kaohsiung"	"pacific"	22.75	120.33	"Republic of China"	1980	2016	0.114060459040856	1980	2016	1.54045504994451	0.384340313123549	0.03285207001035	-0.272087503909631	0.337791643930331	0.0662070824015464	0.0397160159927664	0.0926981488103265	0.0242064663667791	0.000182684920555152	-0.00156218963163445
